"","submission_date","state","political.party.affilation","Total.population","day_care_closed","restaurants_closed","gyms_closed","movie_theatres_closed","bars_closed","casinos_closed","schools_closed","nusring_home_visits_banned","new_deaths_per_100k","new_cases_per_100k","log_new_deaths_per_100k","log_new_cases_per_100k","per.male","per.female","per.65.and.over","per.white","per.black","per.amer.ind","per.asian","per.pac.isl","pop.dens"
"12560","2020-08-31","NY","DEMOCRAT","19572319","0","0","1","1","1","1","1","1",0.00510925659856658,1.98239156024383,-5.27670136508229,0.684303974540979,48.5,51.5,16.1,63.7,15.7,0.4,8.4,0,415.318911004541
"12561","2020-08-26","OK","REPUBLICAN","3932870","0","0","0","0","0","0","1","1",0.48310775591362,20.570219712322,-0.727515553082379,3.02384438480967,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12562","2020-05-26","TN","REPUBLICAN","6709356","0","0","0","1","1","0","1","1",0.0745228006980104,5.33583252997754,-2.59665015078254,1.67444492318406,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12563","2020-09-01","KS","REPUBLICAN","2910652","0","0","0","0","0","0","1","0",0,0,-Inf,-Inf,49.8,50.2,15.4,84.4,5.9,0.8,2.9,0.1,35.6003865017919
"12564","2021-01-30","TN","REPUBLICAN","6709356","0","0","0","0","0","0","1","1",1.68421529577503,33.5501648742443,0.521299755495703,3.51304177769009,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12565","2021-02-13","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",1.36487974111884,36.7460228894177,0.311066323011295,3.60402999910645,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12566","2021-02-17","OH","REPUBLICAN","11655397","0","0","0","0","0","0","1","1",0.514782979936248,15.5807648594038,-0.66400986531361,2.74603713162553,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12567","2020-05-12","UT","REPUBLICAN","3096848","0","1","1","1","1","0","1","0",0.0968726912008597,4.94050725124385,-2.33435762435795,1.59746800836638,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12568","2020-06-16","NM","DEMOCRAT","2092454","0","0","0","1","1","1","1","1",0.33453543064746,4.20558827099664,-1.09501248380499,1.4364141816179,49.5,50.5,16.9,74.8,2.1,9.6,1.6,0.1,17.2505235040973
"12569","2020-03-30","TN","REPUBLICAN","6709356","0","0","0","0","0","0","0","0",0.0894273608376124,4.42665436146182,-2.41432859398858,1.48764407558606,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12570","2020-09-18","UT","REPUBLICAN","3096848","0","1","1","1","0","0","1","0",0,26.9951899479729,-Inf,3.29565870005864,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12571","2020-02-05","AK","REPUBLICAN","737068","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12572","2020-06-03","AR","REPUBLICAN","2999370","0","0","0","0","0","0","1","1",0.200042008821853,8.30174336610688,-1.60922789038101,2.11646553685564,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12573","2020-12-02","TN","REPUBLICAN","6709356","0","0","0","0","0","0","1","1",0.745228006980104,61.0937920122289,-0.294065057788492,4.1124102572877,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12574","2020-01-30","MA","DEMOCRAT","6850553","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.5,51.5,16.2,78.1,7.6,0.2,6.6,0,878.276025641026
"12575","2020-09-30","WV","REPUBLICAN","1817305","0","0","0","0","0","0","1","1",0.27513268273625,8.58413970137099,-1.29050181499564,2.1499162798198,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12576","2020-12-25","TX","REPUBLICAN","28260856","0","0","0","0","1","0","1","1",0.707692647384778,15.3392381320651,-0.345745393406427,2.73041412926018,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12577","2020-08-13","AK","REPUBLICAN","737068","0","0","0","0","0","0","1","0",0,11.1251607721404,-Inf,2.40920927937624,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12578","2020-07-28","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",0,5.51319836717442,-Inf,1.70714492067152,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12579","2020-01-25","WV","REPUBLICAN","1817305","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12580","2020-04-05","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",0,3.21603238085174,-Inf,1.16814841993884,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12581","2020-07-24","OH","REPUBLICAN","11655397","0","0","0","0","0","0","1","1",0.351768369623102,13.3843574783424,-1.0447823608314,2.59408667270787,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12582","2020-12-09","AK","REPUBLICAN","737068","0","0","0","0","0","0","1","0",0.542690769372704,79.2328523284148,-0.611215606768126,4.37239101494021,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12583","2020-08-06","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0.14063767936578,14.1340867762609,-1.96156834570913,2.64858938179,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12584","2020-04-09","TX","REPUBLICAN","28260856","0","1","1","0","1","0","1","1",0.0778461912123256,3.10323225878225,-2.55302030659615,1.13244423241772,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12585","2020-07-15","WV","REPUBLICAN","1817305","0","0","0","0","0","0","1","0",0.0550265365472499,8.25398048208749,-2.89993972742974,2.11069556666652,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12586","2020-02-29","IA","REPUBLICAN","3139508","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.6,50.4,16.7,90,3.7,0.4,2.4,0.1,56.2061693252412
"12587","2020-06-11","CO","DEMOCRAT","5610349","0","0","1","1","1","1","1","1",0.178242030932479,2.63798205780068,-1.7246129279383,0.970014252831766,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12588","2020-10-14","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",0.344574897948401,100.615870200933,-1.06544380156826,4.61131000070002,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12589","2020-05-28","TX","REPUBLICAN","28260856","0","0","1","0","1","0","1","1",0.138000066240032,6.56384930449382,-1.98050111382482,1.88157721508707,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12590","2020-09-15","MA","DEMOCRAT","6850553","0","0","0","0","1","0","1","1",0.0875841702122442,4.17484544678364,-2.43515500270865,1.42907733888315,48.5,51.5,16.2,78.1,7.6,0.2,6.6,0,878.276025641026
"12591","2020-10-06","KS","REPUBLICAN","2910652","0","0","0","0","0","0","1","0",0,0,-Inf,-Inf,49.8,50.2,15.4,84.4,5.9,0.8,2.9,0.1,35.6003865017919
"12592","2021-02-09","IA","REPUBLICAN","3139508","0","0","0","0","0","0","1","0",1.11482436101453,21.5001841052802,0.108696868750126,3.06806149813324,49.6,50.4,16.7,90,3.7,0.4,2.4,0.1,56.2061693252412
"12593","2020-07-02","AR","REPUBLICAN","2999370","0","0","0","0","0","0","1","1",0.0666806696072842,29.2728139575978,-2.70784017904912,3.37665923402605,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12594","2020-10-26","AK","REPUBLICAN","737068","0","0","0","0","0","0","1","0",0,47.2140969354252,-Inf,3.85469251188646,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12595","2020-10-21","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",0.288354874884262,15.3885384896568,-1.24356335292781,2.73362297840675,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12596","2020-06-21","CO","DEMOCRAT","5610349","0","0","0","1","1","1","1","1",0,3.38659858771709,-Inf,1.21982605122814,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12597","2020-07-10","TX","REPUBLICAN","28260856","0","0","0","0","1","0","1","1",0.33615400750777,34.5530935085618,-1.09018586835392,3.54249708335632,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12598","2020-08-11","MA","DEMOCRAT","6850553","0","0","0","0","1","0","1","1",0.145973617020407,5.72216578719995,-1.92432937894266,1.74434736785376,48.5,51.5,16.2,78.1,7.6,0.2,6.6,0,878.276025641026
"12599","2020-09-14","AR","REPUBLICAN","2999370","0","0","0","0","0","0","1","1",0.333403348036421,13.602856599886,-1.09840226661502,2.61027981479509,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12600","2020-02-26","CO","DEMOCRAT","5610349","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12601","2020-08-03","WV","REPUBLICAN","1817305","0","0","0","0","0","0","1","0",0,6.54815784912274,-Inf,1.87918376568179,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12602","2020-09-20","NY","DEMOCRAT","19572319","0","0","1","1","1","1","1","1",0.00510925659856658,2.37069506173489,-5.27670136508229,0.86318318714396,48.5,51.5,16.1,63.7,15.7,0.4,8.4,0,415.318911004541
"12603","2020-02-15","WV","REPUBLICAN","1817305","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12604","2020-05-07","TX","REPUBLICAN","28260856","0","1","1","1","1","0","1","1",0.0884615809230973,3.42523241334233,-2.42518693508626,1.23116932732211,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12605","2020-06-16","CO","DEMOCRAT","5610349","0","0","1","1","1","1","1","1",0.213890437118974,2.54886104233444,-1.54229137114435,0.935646609327559,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12606","2020-11-28","WV","REPUBLICAN","1817305","0","0","0","0","0","0","1","1",0.3301592192835,43.9662027012527,-1.10818025820168,3.78342121833654,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12607","2020-04-12","GA","DEMOCRAT","10403847","0","0","0","0","1","0","1","0",0.144177437442131,1.50905717856097,-1.93671053348776,0.411485070758343,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12608","2020-06-08","OH","REPUBLICAN","11655397","1","0","0","1","0","0","1","1",0.231652340971311,3.09727759594976,-1.46251756153138,1.13052353079717,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12609","2020-07-08","TX","REPUBLICAN","28260856","0","0","0","0","0","0","1","1",0.346769397218541,35.3103246412635,-1.05909528128389,3.56417540392985,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12610","2020-01-31","AK","REPUBLICAN","737068","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12611","2020-05-10","HI","DEMOCRAT","1422094","0","1","1","1","1","0","1","1",0,0.14063767936578,-Inf,-1.96156834570913,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12612","2020-02-10","SD","REPUBLICAN","870638","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12613","2020-02-01","PA","DEMOCRAT","12791530","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49,51,17.8,80.5,11.2,0.2,3.4,0,285.888965871756
"12614","2020-03-19","WV","REPUBLICAN","1817305","0","0","0","0","0","0","0","0",0,0.16507960964175,-Inf,-1.80132743876163,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12615","2020-08-10","UT","REPUBLICAN","3096848","0","1","1","1","0","0","1","0",0.322908970669532,9.42894194355035,-1.13038482003201,2.24378388924222,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12616","2020-03-15","AK","REPUBLICAN","737068","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,52.2,47.8,11.2,64.6,3.3,14.9,6.2,1.2,1.29164921553131
"12617","2020-07-12","FL","REPUBLICAN","20901636","0","0","0","0","1","0","1","1",0.215294152094123,72.4105998209901,-1.53575003664293,4.28235269504257,48.9,51.1,20.1,75.1,16.1,0.3,2.7,0.1,389.774097902098
"12618","2020-02-21","OH","REPUBLICAN","11655397","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12619","2020-12-12","PA","DEMOCRAT","12791530","0","0","0","0","1","0","1","1",1.57135229327532,86.6510886500677,0.451936581921941,4.46188957984573,49,51,17.8,80.5,11.2,0.2,3.4,0,285.888965871756
"12620","2020-03-01","OK","REPUBLICAN","3932870","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12621","2020-12-30","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",0.643992553908184,87.0158894109073,-0.440068115198999,4.46609073888547,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12622","2021-02-09","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",1.64362278684029,35.7656163148112,0.496902821912695,3.57698699375666,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12623","2020-06-06","CO","DEMOCRAT","5610349","0","1","1","1","1","1","1","1",0.0534726092797436,4.15303932072675,-2.92858573226424,1.42384043263335,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12624","2021-01-28","TX","REPUBLICAN","28260856","0","0","0","0","1","0","1","1",1.66661618459115,64.4708001767533,0.510795334061954,4.16621241085949,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12625","2021-02-21","CO","DEMOCRAT","5610349","0","0","0","0","1","1","1","1",0.0891210154662393,14.2950108807848,-2.41776010849825,2.65991058693417,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12626","2020-10-18","TX","REPUBLICAN","28260856","0","0","0","0","1","0","1","1",0.106153897107717,11.3796977699472,-2.24286537829231,2.43183087034439,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
"12627","2020-07-11","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",0.29796670404707,30.7674651501507,-1.21077353010482,3.4264578053799,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12628","2020-04-12","OK","REPUBLICAN","3932870","0","0","0","0","0","0","1","1",0.0508534479909074,2.59352584753628,-2.97880735168887,0.953018281035451,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12629","2020-08-02","FL","REPUBLICAN","20901636","0","0","0","0","1","0","1","1",0.296627498440792,33.7150642179397,-1.21527814136816,3.51794474691377,48.9,51.1,20.1,75.1,16.1,0.3,2.7,0.1,389.774097902098
"12630","2020-02-05","SD","REPUBLICAN","870638","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12631","2020-05-12","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",0.574291496580668,5.62805666649055,-0.554618177802267,1.72776420787426,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12632","2020-05-19","OK","REPUBLICAN","3932870","0","0","0","0","1","0","1","1",0,4.06827583927259,-Inf,1.40321928298501,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12633","2020-07-14","PA","DEMOCRAT","12791530","0","0","1","1","0","0","1","1",0.203259500622678,7.77076706226698,-1.59327178811565,2.05036888051944,49,51,17.8,80.5,11.2,0.2,3.4,0,285.888965871756
"12634","2020-05-22","AR","REPUBLICAN","2999370","0","1","0","1","1","1","1","1",0.100021004410926,5.13441155976088,-2.30237507094096,1.63596524280456,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12635","2020-12-15","IA","REPUBLICAN","3139508","0","0","0","0","0","0","1","0",2.13409234822781,40.3566418687259,0.758041426651679,3.69775598758185,49.6,50.4,16.7,90,3.7,0.4,2.4,0.1,56.2061693252412
"12636","2020-10-15","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0.0703188396828902,6.18805789209433,-2.65471552626908,1.82262128820913,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12637","2020-11-30","OK","REPUBLICAN","3932870","0","0","0","0","0","0","1","1",0,0,-Inf,-Inf,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12638","2021-01-01","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0.0703188396828902,16.3139708064305,-2.65471552626908,2.79202184539723,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12639","2020-07-06","AR","REPUBLICAN","2999370","0","0","0","0","0","0","1","1",0.16670167401821,14.6364069787989,-1.79154944717497,2.6835120534661,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12640","2020-09-20","NM","DEMOCRAT","2092454","0","0","0","1","1","1","1","1",0.09558155161356,3.20198197905426,-2.34777545230036,1.16376998653066,49.5,50.5,16.9,74.8,2.1,9.6,1.6,0.1,17.2505235040973
"12641","2020-07-23","OK","REPUBLICAN","3932870","0","0","0","0","0","0","1","1",0.101706895981815,17.2901723169085,-2.28566017112893,2.85013826592133,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12642","2020-06-25","UT","REPUBLICAN","3096848","0","1","1","1","0","0","1","0",0.0968726912008597,20.3755560492475,-2.33435762435795,3.01433594951515,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12643","2020-05-02","NM","DEMOCRAT","2092454","0","1","1","1","1","1","1","1",0.38232620645424,10.4661799016848,-0.961481091180471,2.34814909695619,49.5,50.5,16.9,74.8,2.1,9.6,1.6,0.1,17.2505235040973
"12644","2020-09-29","KS","REPUBLICAN","2910652","0","0","0","0","0","0","1","0",0,0,-Inf,-Inf,49.8,50.2,15.4,84.4,5.9,0.8,2.9,0.1,35.6003865017919
"12645","2020-12-11","GA","DEMOCRAT","10403847","0","0","0","0","0","0","1","1",0.538262433117288,59.5068343469488,-0.619409043854816,4.08609116892927,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12646","2020-05-04","FL","REPUBLICAN","20901636","0","1","1","1","1","0","1","1",0,4.43984384762992,-Inf,1.49061920637295,48.9,51.1,20.1,75.1,16.1,0.3,2.7,0.1,389.774097902098
"12647","2020-12-30","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",2.06744938769041,64.5503642156671,0.726315667659798,4.16744575965732,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12648","2020-10-20","WV","REPUBLICAN","1817305","0","0","0","0","0","0","1","1",0.495238828925249,12.4359972596785,-0.702715150093517,2.52059527184255,49.4,50.6,19.4,93.1,3.7,0.2,0.8,0,75.6013395457193
"12649","2020-02-20","GA","DEMOCRAT","10403847","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12650","2020-05-30","AR","REPUBLICAN","2999370","0","0","0","1","1","1","1","1",0.0333403348036421,7.86831901365954,-3.40098735960907,2.06284444541654,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12651","2021-01-18","CO","DEMOCRAT","5610349","0","0","0","0","1","1","1","1",0.124769421652735,21.2108016809649,-2.08128787187704,3.05451056517323,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12652","2020-09-29","UT","REPUBLICAN","3096848","0","1","1","1","0","0","1","0",0.129163588267813,22.4098825644655,-2.04667555190617,3.10950204748075,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12653","2020-12-24","TN","REPUBLICAN","6709356","0","0","0","0","0","0","1","1",0.760132567119706,78.3532726538881,-0.274262430492312,4.36122773760281,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12654","2021-01-18","TN","REPUBLICAN","6709356","0","0","0","0","0","0","1","1",0.581277845444481,36.218081139233,-0.542526417086991,3.58955847311796,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12655","2020-06-21","OH","REPUBLICAN","11655397","0","0","0","1","0","0","1","1",0.0257391489968124,4.68452511741985,-3.6597421388676,1.54426454820919,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12656","2020-04-06","UT","REPUBLICAN","3096848","0","1","0","0","1","0","1","0",0.161454485334766,3.58428957443181,-1.82353200059196,1.27656028828627,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12657","2021-01-29","OH","REPUBLICAN","11655397","0","0","0","0","0","0","1","1",0.549101845265331,41.8175374034878,-0.599471344176039,3.73331580664944,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12658","2020-11-16","TN","REPUBLICAN","6709356","0","0","0","0","0","0","1","1",0.447136804188062,118.506157669976,-0.804890681554482,4.77496492268485,48.8,51.2,16,77.6,16.8,0.3,1.8,0.1,162.710221898872
"12659","2020-03-23","OH","REPUBLICAN","11655397","0","0","0","0","0","0","0","0",0.0257391489968124,0.780754186236642,-3.6597421388676,-0.24749492101886,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12660","2020-11-05","MA","DEMOCRAT","6850553","0","0","0","0","1","0","1","1",0.335739319146936,25.7059539572937,-1.09142025600755,3.2467226365595,48.5,51.5,16.2,78.1,7.6,0.2,6.6,0,878.276025641026
"12661","2021-03-03","PA","DEMOCRAT","12791530","0","0","0","0","1","0","1","1",0.539419443960183,20.1461435809477,-0.617261821539875,3.00301288451523,49,51,17.8,80.5,11.2,0.2,3.4,0,285.888965871756
"12662","2020-06-25","IA","REPUBLICAN","3139508","0","0","0","0","0","0","1","0",0.0955563738012453,17.5823727794291,-2.34803890407118,2.86689685353781,49.6,50.4,16.7,90,3.7,0.4,2.4,0.1,56.2061693252412
"12663","2020-07-02","UT","REPUBLICAN","3096848","0","1","1","1","0","0","1","0",0.258327176535626,17.27562993082,-1.35352837134622,2.84929683386995,50.3,49.7,10.8,86.4,1.2,1.1,2.3,0.9,37.6883047340879
"12664","2020-04-18","HI","DEMOCRAT","1422094","0","1","1","1","1","0","1","1",0,0.562550717463121,-Inf,-0.575273984589243,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12665","2020-02-06","FL","REPUBLICAN","20901636","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.9,51.1,20.1,75.1,16.1,0.3,2.7,0.1,389.774097902098
"12666","2020-07-02","MA","DEMOCRAT","6850553","0","0","1","1","1","1","1","1",0.744465446804076,2.84648553189794,-0.295088839212376,1.04608508662705,48.5,51.5,16.2,78.1,7.6,0.2,6.6,0,878.276025641026
"12667","2020-02-03","SD","REPUBLICAN","870638","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12668","2020-06-08","GA","DEMOCRAT","10403847","0","0","0","0","1","0","1","1",0.269131216558644,6.22846529750005,-1.31255622441476,1.82912996176231,48.7,51.3,13.5,58.6,31.6,0.4,4,0.1,180.895571436023
"12669","2020-03-22","CO","DEMOCRAT","5610349","0","0","0","0","0","0","0","0",0.0178242030932479,2.06760755881675,-4.02719802093235,0.726392170174016,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12670","2020-03-06","KS","REPUBLICAN","2910652","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.8,50.2,15.4,84.4,5.9,0.8,2.9,0.1,35.6003865017919
"12671","2021-01-21","SD","REPUBLICAN","870638","0","0","0","0","0","0","1","0",0.689149795896802,38.7072468695371,-0.372296621008312,3.65602684011599,50.4,49.6,16.3,84.3,2,8.8,1.5,0.1,11.4843228555223
"12672","2020-07-15","KS","REPUBLICAN","2910652","0","0","0","0","0","0","1","0",0.377922197500766,30.0619929830155,-0.973066931265325,3.40326168229392,49.8,50.2,15.4,84.4,5.9,0.8,2.9,0.1,35.6003865017919
"12673","2020-05-04","IA","REPUBLICAN","3139508","0","1","1","1","1","1","1","0",0.12740849840166,17.0090345366217,-2.0603568316194,2.83374464622091,49.6,50.4,16.7,90,3.7,0.4,2.4,0.1,56.2061693252412
"12674","2021-03-05","OH","REPUBLICAN","11655397","0","0","0","0","0","0","1","1",4.00672752717046,15.0145035814739,1.38797483013319,2.70901663938185,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12675","2020-04-13","FL","REPUBLICAN","20901636","0","0","0","0","1","0","1","1",0.18180395065726,5.0570204169664,-1.70482636668686,1.62077745945699,48.9,51.1,20.1,75.1,16.1,0.3,2.7,0.1,389.774097902098
"12676","2021-02-07","AR","REPUBLICAN","2999370","0","0","0","0","0","0","1","1",0.500105022054631,22.4047049880475,-0.692937158506858,3.10927098091408,49.1,50.9,16.6,76.7,15.3,0.7,1.5,0.3,57.6413952147593
"12677","2020-04-28","NM","DEMOCRAT","2092454","0","1","1","1","1","1","1","1",0.28674465484068,7.21640714682378,-1.24916316363225,1.97635720395462,49.5,50.5,16.9,74.8,2.1,9.6,1.6,0.1,17.2505235040973
"12678","2021-01-16","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0.14063767936578,10.9697389905309,-1.96156834570913,2.39514048098046,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12679","2020-08-02","OH","REPUBLICAN","11655397","0","0","0","0","0","0","1","1",0.120116028651791,8.09925221766363,-2.11929709792045,2.09177173860979,49,51,16.7,81.3,12.4,0.2,2.2,0,285.245025819241
"12680","2020-05-23","NM","DEMOCRAT","2092454","0","1","1","1","1","1","1","1",0.28674465484068,8.1244318871526,-1.24916316363225,2.09487580418995,49.5,50.5,16.9,74.8,2.1,9.6,1.6,0.1,17.2505235040973
"12681","2020-12-16","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0.281275358731561,7.31315932702058,-1.26842116514919,1.98967537287229,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12682","2020-11-17","CO","DEMOCRAT","5610349","0","0","0","0","1","1","1","1",0.534726092797436,77.1966235968564,-0.626000639270193,4.34635572028228,50.3,49.7,13.8,84,4.2,1,3.2,0.2,54.1320024700411
"12683","2020-04-06","OK","REPUBLICAN","3932870","0","0","0","0","0","0","1","0",0.127133619977269,1.95785774764994,-2.06251661981472,0.671850889604864,49.6,50.4,15.3,72.3,7.3,7.6,2.2,0.2,57.3346453823165
"12684","2020-08-17","HI","DEMOCRAT","1422094","0","0","0","0","0","0","1","1",0,9.42272451750728,-Inf,2.24312427368183,50.2,49.8,17.8,25,1.8,0.3,37.8,10.1,221.40650786237
"12685","2020-03-14","TX","REPUBLICAN","28260856","0","0","0","0","0","0","0","0",0,0.0247692426584672,-Inf,-3.69815261089915,49.7,50.3,12.3,74,12.1,0.5,4.8,0.1,108.18297911435
